,norm,formal,subjektif,posneg
4380,iya nyokap jg bbrp bulan lalu wasap mama abis vaksin lgsg bangga sendiri soalnya beneran dia sendiri dmn bs vaksin trus jalan sama tetangga biar ikut vaksin kolektif anaknya biar jauh gini jd ga gt khawatir tinggal supplement sama vitamin ke rumah,iya nyokap juga beberapa bulan lalu wasap mama habis vaksin langsung bangga sendiri soal benar dia sendiri mana bisa vaksin terus jalan sama tetangga biar ikut vaksin kolektif anak biar jauh begini jadi enggak begitu khawatir tinggal supplement sama vitamin ke rumah,0.0,1.0
4385,abaikan yg gak mau divaksin fokus pada persediaan vaksin dan vaksinasi warga yg bersedia,abai yang enggak mau vaksin fokus pada sedia vaksin dan vaksinasi warga yang sedia,1.0,1.0
4386,betul uwak saya usia kena covid awal bulan ini sempat opname sekitar minggu dan alhamdulillah pulang uwak emak dan sudah vaksin semua pakai sinovac,betul uwak saya usia kena covid awal bulan ini sempat opname sekitar minggu dan alhamdulillah pulang uwak emak dan sudah vaksin semua pakai sinovac,0.0,1.0
4387,vaksin itu utk kepentingan diri sendiri lembatasan itu utk menekan penyebaran hal dgn tujuan berbeda liat aja di uk sdh vaksin tp kasus naik lg vaksin tujuannya bkn menekan penularan,vaksin itu untuk penting diri sendiri lembatasan itu untuk tekan sebar hal dengan tuju beda lihat saja di uk sudah vaksin tapi kasus naik lagi vaksin tuju bukan tekan tular,1.0,0.0
4388,walaupun tidak punya data menurutku meski ada pengaruhnya tapi tidak siginifikan di bali di awal banyak penolakan vaksin tetapi demi pemulihan ekonomi dan pariwisata tingkat vaksinasi makin tinggi menurutku vaksinasi yg kurang karena rendahnya kie dari pemerintah,walaupun tidak punya data turut meski ada pengaruh tapi tidak siginifikan di bal di awal banyak tolak vaksin tetapi demi pulih ekonomi dan pariwisata tingkat vaksinasi makin tinggi turut vaksinasi yang kurang karena rendah kie dari perintah,1.0,0.0
4389,pemerintah sudah gelontorkan rp triliun buat pengadaan vaksin,perintah sudah gelontor rp triliun buat ada vaksin,0.0,0.0
4390,semoga aja setelah tgl ga dipersulit yak pcr diganti lagi trs syarat yg ginian dihapusin semoga aja kalo vaksin mah kan untuk kesehatan masingmasing,moga saja telah tanggal enggak sulit ya pcr ganti lagi terus syarat yang begini dihapusin moga saja kalo vaksin mah kan untuk sehat masingmasing,1.0,0.0
4391,bagi aku vaksin,bagi aku vaksin,1.0,0.0
4392,vaksin gratis satu ayoo,vaksin gratis satu ayo,1.0,0.0
4394,hitungannya hari setelah vaksin pertma untuk yg sinovac,hitung hari telah vaksin pertama untuk yang sinovac,0.0,0.0
4395,kalau bukan karena mau vaksin bisa nih kekejar tgl hiks,kalau bukan karena mau vaksin bisa nih kejar tanggal hiks,0.0,-1.0
4396,mmg di kartu vaksin sma jdwal kdang ga sesuai yg bener hari stelah vaksin pertama untuk yg sinovac untuk vaksin az rntang waktu mnggu setelah vaksin pertama,memang di kartu vaksin sama jdwal kadang enggak sesuai yang benar hari telah vaksin pertama untuk yang sinovac untuk vaksin az rntang waktu mnggu telah vaksin pertama,0.0,-1.0
4397,pas selesai vaksin di kasih tau dari pihak sana si gitu ka udah seminggu belom keluar sertifikatnya heheh,pas selesai vaksin di kasih tau dari pihak sana sih begitu kak sudah minggu belum keluar sertifikat heheh,0.0,0.0
4398,catat ini syarat terbaru bagi penerima vaksin menit lalu idxchannel,catat ini syarat baru bagi terima vaksin menit lalu idxchannel,0.0,0.0
4400,kata bunda sih iya segera dapatkan vaksin dan jangan lupa dandan kalo mau foto,kata bunda sih iya segera dapat vaksin dan jangan lupa dandan kalo mau foto,1.0,0.0
4401,lah jangan om kur dia belum vaksin nanti ketularan dia,lah jangan om kur dia belum vaksin nanti tular dia,1.0,1.0
4402,abis vaksin malah diare hadeh,habis vaksin malah diare hadeh,0.0,-1.0
4403,vaksin lu ribet haram ada babi segalam macam alasan begini lu pada tau tapi dr kemarin babacodan wae,vaksin lu ribet haram ada babi segalam macam alas begini lu pada tau tapi dari kemarin babacodan wae,0.0,-1.0
4404,lebaran kmrn sbnrnya udh teler bgt krn efek pasca vaksin tp sehari sblmnya sempet masak rendang tentu dgn bumbu instan kali ini bumbunya restu mande trus pagi kmrn agak mendingan sempet masak sayur labu abis itu teler krn efeknya berasa lg jadilah ini menu idul adha gw,lebaran kemarin sbnrnya sudah teler banget karena efek pasca vaksin tapi hari belum sempat masak rendang tentu dengan bumbu instan kali ini bumbu restu mande terus pagi kemarin agak mending sempat masak sayur labu habis itu teler karena efek asa lagi jadi ini menu idul adha gue,0.0,-1.0
4406,cek kartu vaksin nomor yg terdaftar bisa jadi beda gue juga salah input petugasnya jadi ga ada datanya pas logib kudu telepon ke hotline buat benerin data,cek kartu vaksin nomor yang daftar bisa jadi beda gue juga salah input tugas jadi enggak ada data pas logib kudu telepon ke hotline buat benerin data,0.0,0.0
4407,makanya fren vaksin biar bisa ciuman,makanya fren vaksin biar bisa cium,1.0,1.0
4408,berterimakasih ama anak anak ato orang di sekeliling situ karna mereka sudah vaksin jadi anak situ bisa kejaga ama mereka mo sombong tapi b,berterimakasih sama anak anak atau orang di keliling situ karena mereka sudah vaksin jadi anak situ bisa jaga sama mereka mau sombong tapi b,1.0,0.0
4410,beberapa hari yang lalu sempat bincangbincang dengan istri lalu kami sadar bahwa betapa mewahnya kami yang tinggal dekat pusat kekuasaan negara vaksin lebih cepat temanteman di daerah masih banyak yang berjuang untuk mendapatkan vaksin dengan cara yang lebih menantang,beberapa hari yang lalu sempat bincangbincang dengan istri lalu kami sadar bahwa betapa mewah kami yang tinggal dekat pusat kuasa negara vaksin lebih cepat temanteman di daerah masih banyak yang juang untuk dapat vaksin dengan cara yang lebih tantang,1.0,1.0
4411,salam maranatha amp salam damai sejahtera bt kita semuanyaingatlah selalu prokes olah ragabe happypositive thinkingjaga pola hidup yg benarjgn lupa utk vaksinhidup sesuai kemampuanttp semangatimmanueljb us,salam maranatha amp salam damai sejahtera buat kita semuanyaingatlah selalu prokes olah ragabe happypositive thinkingjaga pola hidup yang benarjgn lupa untuk vaksinhidup sesuai kemampuanttp semangatimmanueljb us,1.0,1.0
4414,ngga sabar pgn vaksin sumpah,enggak sabar pengin vaksin sumpah,0.0,1.0
4415,gue iseng isi form vaksin kirain masih lama ternyata langsung bisa hari itu juga wow berutung banget gue soalnya abis itu kuotanya langsung penuh setelah gue kelar daftar,gue iseng isi form vaksin ira masih lama nyata langsung bisa hari itu juga wow berutung banget gue soal habis itu kuota langsung penuh telah gue kelar daftar,0.0,1.0
4416,sukseskan vaksin untuk keselamatan bersama salam jkk,sukses vaksin untuk selamat sama salam jkk,1.0,1.0
4417,ini bgt bgt bgt bggtttt kek aaaaaa pls yu vaksin semuanya,ini banget banget banget bggtttt kayak aaaaaa pls yuk vaksin semua,1.0,1.0
4421,kok aku ngakak sihh ceritanya dimintain tolong buat print sertifikat vaksin mau cek status vaksin acak nama bisa donk wkwwkwk ini website yang buat mahasiswa masih bimbingan apa gmana ehh duhhh presidenterburukdalamsejarah,kok aku akak sih cerita dimintain tolong buat print sertifikat vaksin mau cek status vaksin acak nama bisa dong wkwwkwk ini website yang buat mahasiswa masih bimbing apa bagaimana eh duh presidenterburukdalamsejarah,1.0,-1.0
4422,ini abis vaksin malah jd kuat gua ya apa benar akan menjadi capt america gua,ini habis vaksin malah jadi kuat gua ya apa benar akan jadi capt america gua,1.0,1.0
4423,tolong nanti yang vaksin ntar satu orang aja pura pura kesurupan ya kesurupan vaksin juga gpp biar ga belajar,tolong nanti yang vaksin entar satu orang saja pura pura surup ya surup vaksin juga enggak apa biar enggak ajar,1.0,0.0
4424,soalnya daerah pondok gw zona merah kli ya biar nyelesein vaksin dlu,soal daerah pondok gue zona merah kali ya biar nyelesein vaksin dulu,1.0,1.0
4425,yes vaksin dan tetap prokes dan pon xx di papua pasti sukses,yes vaksin dan tetap prokes dan pon xx di papua pasti sukses,1.0,1.0
4426,informasi vaksin khusus untuk penerima vaksin yang kedua dinkeskukar melayanilebihbaik sinergiempatihandalamanahtaat,informasi vaksin khusus untuk terima vaksin yang dua dinkeskukar melayanilebihbaik sinergiempatihandalamanahtaat,0.0,0.0
4429,yuk vaksin gaess dan tetap prokes beranipeduli gerakanberbagiuntukwarga suksekanvaksinasi mariprokesketat,yuk vaksin gaess dan tetap prokes beranipeduli gerakanberbagiuntukwarga suksekanvaksinasi mariprokesketat,1.0,1.0
4435,jawaban tim pedulilindungi yap betul itu notif dah bisa vaksin berdasarkan interval yg dianjurkan kemenkes seharusnya bisa divaksin di faskes mana saja tapi kondisi aktual distribusi vaksin tidak rata jadi penjadwalan dilakukan faskes atau dikelola pemdaeo dll,jawab tim pedulilindungi ya betul itu notif deh bisa vaksin dasar interval yang anjur kemenkes harus bisa vaksin di faskes mana saja tapi kondisi aktual distribusi vaksin tidak rata jadi jadwal laku faskes atau kelola pemdaeo dll,0.0,0.0
4438,arab saudi jgn lupa bro jg udah sumbangkan vaksin dan tabung oksigen,arab saudi jangan lupa bro juga sudah sumbang vaksin dan tabung oksigen,0.0,0.0
4439,satgas tingkat keterisian tempat tidur rs di indonesia relatif menurun data tersebut disampaikan oleh juru bicara vaksin covid,satgas tingkat isi tempat tidur rs di indonesia relatif turun data sebut sampai oleh juru bicara vaksin covid,0.0,0.0
4442,pfizerbiontech sepakat produksi vaksin untukafrika,pfizerbiontech sepakat produksi vaksin untukafrika,0.0,0.0
4443,pfizerbiontech sepakat produksi vaksin untukafrika,pfizerbiontech sepakat produksi vaksin untukafrika,0.0,0.0
4444,betul sekali bokap juga kaya gitu dirumah aja maskeran terus kalo keluar rumah duluan vaksin dan ikutan ngelawan kalo ada yg share hoax diwag ngurangin banyak beban anaknya untuk jagain dia,betul sekali bokap juga kayak begitu rumah saja masker terus kalo keluar rumah duluan vaksin dan ikut lawan kalo ada yang share hoax diwag ngurangin banyak beban anak untuk jaga dia,0.0,1.0
4445,cba tanya bani pemuja vaksin dlgk,coba tanya bani puja vaksin dlgk,1.0,0.0
4446,blm waktu itu mau vaksin gajadi karna ngelayat sodara,belum waktu itu mau vaksin gajadi karena ngelayat sodara,0.0,0.0
4447,lah abis vaksin pd ngantuk berat ini ko di gue ga ngefek samsek malah gbisa tdr,lah habis vaksin pada ngantuk berat ini kok di gue enggak ngefek samsek malah gbisa tidur,0.0,-1.0
4448,bukanya provokasiaku malah lebih banyak dirumah sehabis vaksin tapi malah tertularaku jadi keinget pasien astrazeneca yang mati sehabis vaksinyah walau jarak tiga bulan bru terjangkitmayan asyem,buka provokasiaku malah lebih banyak rumah habis vaksin tapi malah tertularaku jadi ingat pasien astrazeneca yang mati habis vaksinyah walau jarak tiga bulan baru terjangkitmayan asyem,0.0,-1.0
4449,beginilah kadang terjadi anaknya yang dokter jadi vaksinagor malah ortunya ada yang susah banget disuruh vaksin stigma sinovac yang ampuh apa dari china aja bisa jadi alasan tapi alhamdulillah ortu sendiri karena kewajiban dari kantor untuk vaksin juga jadi vaksin deh,begini kadang jadi anak yang dokter jadi vaksinagor malah orang tua ada yang susah banget suruh vaksin stigma sinovac yang ampuh apa dari china saja bisa jadi alas tapi alhamdulillah orang tua sendiri karena wajib dari kantor untuk vaksin juga jadi vaksin deh,1.0,0.0
4450,ngga tauu blom vaksin,enggak tau belum vaksin,0.0,0.0
4451,dr faheem aja udah dikata katain sales vaksin kok mas,dari faheem saja sudah kata katain sales vaksin kok mas,0.0,0.0
4452,saya pengen vaksin tapi dilarang karna mengidap autoimmune dan adhf padahal orang dengan imun rendah sangat rentan terpapar apa boleh buat hanya ngelus dada setiap dengar berita covid dan kini akan da varian baru lagi masyaa allah udah kayak indomie aja,saya pengin vaksin tapi larang karena idap autoimmune dan adhf padahal orang dengan imun rendah sangat rentan papar apa boleh buat hanya ngelus dada tiap dengar berita covid dan kini akan ada varian baru lagi masyaa allah sudah kayak indomie saja,0.0,1.0
4453,yang pasti ada surat dokumen yg gak lo miliki shg lo merasa di persulit trus ngapain juga lo ngajak org gak perlu vaksin sdh jelas perjalanan dibatasi dan lo bukan masuk kategori pekerja esensial apalagi kritikal,yang pasti ada surat dokumen yang enggak lo milik shg lo rasa di sulit terus kapai juga lo ajak orang enggak perlu vaksin sudah jelas jalan batas dan lo bukan masuk kategori kerja esensial apalagi kritikal,1.0,0.0
4454,saat pengawasan vaksinasi anak di sman jakarta sebagai sentra vaksin kpai juga melakukan pengawasan penyiapan ptm di sman jakarta saat keliling selolah komisioner kpai didampingi kepala sekolah dan jajarannya rabu,saat awas vaksinasi anak di sman jakarta bagai sentra vaksin kpai juga laku awas siap ptm di sman jakarta saat keliling selo komisioner kpai damping kepala sekolah dan jajar rabu,0.0,0.0
4455,faktanya pemberian vaksin pertama kalinya dilakukan presidenartinya ada kepercayaan kipi yg setelah vaksin ada efek sampingnyabahkan ada yg covid justru paska vaksin meningkattermasuk yg sdh divaksinlalu apa gunannya,fakta beri vaksin pertama kali laku presidenartinya ada percaya kipi yang telah vaksin ada efek sampingnyabahkan ada yang covid justru paska vaksin meningkattermasuk yang sudah divaksinlalu apa gun,1.0,-1.0
4458,semoga allah permudahkan untuk ayah vaksin harini,moga allah mudah untuk ayah vaksin harini,1.0,1.0
4459,folback gak si nnti vaksin bareng wkkww,folback enggak sih nanti vaksin bareng wkkww,1.0,1.0
4460,kemaren baru ke java mall perkara pick up dan ga suruh nunjukin bunting vaksin tapi pegel naik ke lt ekskalator mati mana muter dulu dari belakang,kemarin baru ke java mall perkara pick up dan enggak suruh nunjukin bunting vaksin tapi gel naik ke lantai ekskalator mati mana muter dulu dari belakang,0.0,0.0
4462,sudah penyintas sdh vaksin masih bisa tertular ya allah ya robb lindungi kami kami kami seluruh rakyat indonesia musnahkan penyakit ini dr indonesia dan muka bumi bebaskan kami aamiin,sudah sintas sudah vaksin masih bisa tular ya allah ya robb lindung kami kami kami seluruh rakyat indonesia musnah sakit ini dari indonesia dan muka bumi bebas kami amin,0.0,-1.0
4463,abis vaksin jadi ngantuk terus atau emg kebluk aja,habis vaksin jadi ngantuk terus atau memang kebluk saja,0.0,-1.0
4464,yg mau vaksin bareng nemenjn ak dm yaaa,yang mau vaksin bareng nemenjn aku dm ya,1.0,0.0
4465,semua karena pusat kejar target dan rakyat karena ingin mendapatkan surar vaksin skrng harus bisa nunjukin surat vaksin di kalangan bawah edukasi kurang ingat penerima vaksin harus dlm kondisi vit dan prima setelah vaksin harus di perhatikan pola hdpnya,semua karena pusat kejar target dan rakyat karena ingin dapat surar vaksin sekarang harus bisa nunjukin surat vaksin di kalang bawah edukasi kurang ingat terima vaksin harus dalam kondisi vit dan prima telah vaksin harus di perhati pola hidup,1.0,0.0
4467,kami sampaikan terima kasih bnyak kepda mak gubernur yg telah memperhatikan kami meski sekolah daring kami di asrama karena tidk bs ke manamana pi vaksin penting untuk kita smua ujar anak dara asal biak papua,kami sampai terima kasih banyak kepada mak gubernur yang telah perhati kami meski sekolah daring kami di asrama karena tidk bisa ke manamana tapi vaksin penting untuk kita semua ujar anak dara asal biak papua,0.0,0.0
4468,ah kampus sedian vaksin az kirain udh pada gaada stock az,ah kampus dian vaksin az ira sudah pada enggak ada stock az,0.0,0.0
4469,naik ka mesti basa sertifikat vaksin kami yg mengandalkan ka utk keluar kota ga da pilihan,naik kak mesti basa sertifikat vaksin kami yang andal kak untuk keluar kota enggak ada pilih,0.0,0.0
4471,mengapa makin banyaknya korban penjelasan memakai segitiga epidemiologi dari sudut agentvirus munculnya varian baru yg lebih menular dari sudut environment ketaatan prokes mengendor mudik amp libur lebaran dari sudut hostinang cakupan vaksin yg masih rendah,mengapa makin banyak korban jelas pakai segitiga epidemiologi dari sudut agentvirus muncul varian baru yang lebih tular dari sudut environment taat prokes mengendor mudik amp libur lebaran dari sudut hostinang cakup vaksin yang masih rendah,0.0,0.0
4472,gk mau vaksin aja yg nama nya bgadang gak baik,enggak mau vaksin saja yang nama nya bgadang enggak baik,0.0,0.0
4474,polisi nya aja mau door to door soal vaksin asal ngomong aja lu,polisi nya saja mau door tapi door soal vaksin asal omong saja lu,1.0,0.0
4475,lowongan kerja shopper surabaya harus sudah vaksin surabaya jawatimur,lowong kerja shopper surabaya harus sudah vaksin surabaya jawatimur,0.0,0.0
4476,org luar negri pd bahas gmn caranya ngilangin wabah corona gmn caranya bisa dirumah aja tp ttp gk kekurangan meneliti vaksin meneliti varian virusnya di indonesia msh aja bahas kadrun vs cebong gk heran knp betah dimari,orang luar negeri pada bahas bagaimana cara hilang wabah corona bagaimana cara bisa rumah saja tapi tetap enggak kurang teliti vaksin teliti varian virus di indonesia masih saja bahas kadrun vs cebong enggak heran kenapa betah mari,1.0,0.0
